#%file0_affymetrix-algorithm-param-apt-opt-feat-effect-file=
#%file0_affymetrix-algorithm-param-apt-opt-target-sketch-file=
#%file0_affymetrix-algorithm-param-apt-opt-do-residuals=false
#%file0_affymetrix-algorithm-param-apt-opt-do-feature-effects=false
#%file0_affymetrix-algorithm-param-apt-opt-write-sketch=false
#%file0_affymetrix-algorithm-param-quantification-name=med-polish
#%file0_affymetrix-algorithm-param-quantification-version=1.0
#%file0_affymetrix-algorithm-param-quantification-scale=log2
#%file0_affymetrix-algorithm-param-quantification-type=signal
############################################################
#%file1_name=/home/stefan_l/Diabetes_Postdoc/Hemang_data/Muscle_exercise/lib/NuGOHs1a520180_Hs_Probeset_ID_2_GeneSymbol.txt
#%file1_cols=probeset_id,Gene Symbol,
############################################################
probeset_id	34884_1	34884_2	34885_1	34885_2	34888_1	34888_2	34892_1	34892_2	34893_1	34893_2	34894_1	34894_2	34895_1	34895_2	34896_1	34896_2	34897_1	34897_2	34898_1	34898_2	34899_1	34899_2	34900_1	34900_2	34901_1	34901_2	34902_1	34902_2	34903_1	34903_2	34904_1	34904_2	34905_1	34905_2	34906_1	34906_2	34907_1	34907_2	34908_1	34908_2	34909_1	34909_2	34910_1	34910_2	34912_1	34912_2	34913_1	34913_2	34915_1	34915_2	34919_1	34919_2	34921_1	34921_2	34922_1	34922_2	34923_1	34923_2	34924_1	34924_2	34925_1	34925_2	34926_1	34926_2	34927_1	34927_2	34929_1	34929_2	34930_1	34930_2	34931_1	34931_2	34932_1	34932_2	34933_1	34933_2	34934_1	34934_2	Gene Symbol
NM_002617_at	5.20617	4.99211	4.92197	5.13217	4.91231	4.81685	5.02009	5.23060	5.31249	5.19838	5.00345	4.91220	5.27471	5.27414	5.14618	5.21749	5.13845	5.14409	5.00602	5.16796	4.89206	4.97547	5.13307	5.08380	5.14143	4.95726	5.07125	5.09595	5.03374	5.27429	5.50987	5.17123	5.11162	4.93995	5.36963	5.43177	5.27218	5.37598	5.35552	5.26802	5.16093	4.99842	5.17395	5.08542	5.23813	5.16739	4.86604	5.29145	5.30263	5.33368	5.36644	5.77183	4.61303	4.40966	4.90382	5.34571	5.08891	5.26907	5.02272	5.14098	4.81138	5.06494	4.64296	5.14361	4.98566	5.32302	5.20367	5.20426	5.37214	5.46488	5.22664	5.39028	5.38064	5.35186	5.23752	5.44022	4.73035	5.15444	PEX10
NM_002744_at	3.51392	3.69381	3.52229	3.60786	3.84003	3.36836	3.49778	3.77038	3.84725	4.02529	3.86354	3.77922	3.67654	3.75877	4.04412	3.74263	3.87933	3.69705	3.75608	3.83311	3.37474	4.04707	3.88113	3.82258	3.88645	3.75218	3.66803	3.91188	3.69761	3.68853	3.79221	3.44199	3.82876	3.86714	3.49427	3.72749	3.50897	3.55948	3.68258	4.02226	3.84630	3.79614	3.68497	3.65834	3.77184	3.68909	3.82191	3.81972	3.75469	3.71463	3.81145	4.07028	4.13231	3.33908	3.70504	3.53483	3.71136	3.49672	3.59665	3.78761	3.31374	3.67144	3.48148	3.61151	3.69870	3.94361	3.62908	3.79038	3.74567	3.96623	3.69296	3.69966	3.73118	3.68051	3.77291	3.96694	3.77352	3.82336	PRKCZ
NM_002978_at	4.71862	4.47359	4.59613	4.75083	4.91491	4.80809	4.68015	4.97228	4.90824	5.45725	4.76382	4.63601	4.77489	5.05110	4.83186	4.67835	4.97430	4.66520	4.89695	4.80051	4.55174	4.92484	4.87384	4.92563	4.88668	4.75617	5.01151	5.09544	4.84104	4.77930	4.77387	4.92537	4.36730	4.50706	4.67377	4.35080	4.48549	5.01446	4.84685	4.70604	4.99717	5.02680	4.96153	4.87876	4.56137	4.57561	4.76540	4.85366	5.01054	4.87399	4.92329	4.70972	5.01323	4.39868	4.71102	4.85469	4.74884	4.81198	4.94230	4.66537	4.52655	4.70267	4.65901	4.65483	4.67964	4.63657	4.67538	4.86165	4.74700	4.99383	4.68452	4.48373	4.91730	4.81735	4.93547	5.10703	4.52210	4.73722	SCNN1D
NM_003036_at	6.59511	6.77057	6.40919	6.16010	6.31306	6.87551	6.82085	6.61415	6.43405	6.55722	6.67842	6.98459	6.77624	6.56504	6.46829	6.62842	6.72920	7.09334	6.97185	6.58640	6.44168	6.30215	6.61444	7.21713	6.76926	6.66049	6.99764	6.65604	6.57994	6.49795	6.67536	6.75519	6.22138	6.21553	6.47027	6.54086	6.87827	6.00430	6.67801	6.79602	6.81995	7.26525	6.75136	6.47874	6.13829	6.57695	6.88527	6.65190	6.47337	6.72976	6.79651	7.37355	6.16136	7.11601	6.94347	6.69497	6.57409	6.81749	6.71764	6.69109	6.02276	6.58874	6.97144	6.79024	6.72882	6.37487	6.93490	6.66033	6.97493	7.18990	6.74095	6.34854	6.47968	6.44548	6.81167	6.50234	6.92116	6.68099	SKI
NM_003327_at	5.47296	5.82077	5.51388	5.43569	5.63021	5.73554	5.74463	5.72812	5.48050	5.71459	5.72417	5.68875	5.31070	5.70736	5.55066	5.69639	5.85266	5.97207	5.46554	5.75314	5.27470	5.90391	6.05391	5.54429	5.88309	5.89609	5.84245	5.51054	5.31058	5.46312	5.45688	5.09041	5.74834	5.64609	5.46825	5.34397	5.44087	5.76992	5.93268	5.86692	5.69751	5.54995	5.75130	5.56034	5.68446	5.84418	5.82761	5.78332	5.85931	5.59453	5.86544	5.39100	5.83629	5.49134	5.35738	5.50589	5.68821	5.46903	5.69230	5.45599	5.49356	5.69472	5.46536	5.45816	5.62149	5.77967	5.48334	5.58790	5.65898	5.52183	5.26427	5.68696	5.80946	5.75648	5.43301	5.79914	5.76549	5.81471	TNFRSF4
NM_005414_at	2.96897	3.23343	3.41463	3.16118	3.03882	3.14309	3.12399	3.27098	3.38895	3.05504	3.12261	3.08405	3.08467	2.99846	3.09100	2.97814	2.99458	2.90997	3.19467	2.99104	3.23719	3.00896	3.34235	2.87165	2.86128	3.04568	3.00935	3.16851	3.22064	3.12335	3.02880	2.87358	3.02705	3.12268	2.94699	3.04900	3.00113	3.07780	3.24227	2.97825	3.01719	3.03765	3.03353	2.99027	3.38098	2.79356	3.01765	2.91317	2.95893	2.99063	3.29582	3.08496	2.91580	3.24053	3.03551	3.06153	2.95053	3.21768	3.06411	3.09791	3.09477	3.21082	2.95767	2.94699	3.29848	2.85105	2.91385	3.00321	3.24838	3.04921	3.06622	3.00896	3.01126	3.10342	3.05624	3.06622	3.15682	3.23433	SKIL
NM_006929_at	6.66849	6.61136	6.65631	6.59487	6.83754	6.57575	6.78144	6.86301	6.92827	7.02130	6.84165	6.68002	6.56212	6.95249	6.70553	6.57301	6.83500	6.64878	6.71166	6.66603	6.55227	6.72027	6.72969	6.88947	6.80802	6.59487	6.87976	6.89180	6.65920	6.46544	6.90909	6.74235	6.67743	6.74443	6.69232	6.38990	6.62366	6.66544	6.64804	6.80930	6.74713	6.79267	6.75262	6.68933	6.99754	6.76268	6.65731	6.60927	6.87891	6.70195	6.88685	6.97325	6.79512	6.33380	6.54246	6.39042	6.60915	6.70146	6.66560	6.59602	6.55350	6.49043	6.41108	6.68271	6.70791	6.93043	6.53325	6.72976	6.73890	7.08194	6.55041	6.71996	7.04390	6.99165	6.53948	6.69590	6.87728	6.65580	SKIV2L
NM_007033_at	6.98226	7.02097	6.85170	6.96755	6.83753	6.82409	7.05204	6.76393	6.97992	6.86924	7.03436	7.21973	7.14505	6.99862	7.20272	6.96102	7.16563	6.95448	7.16829	6.95782	7.02191	6.84388	7.20134	7.13106	7.00390	7.02382	7.18053	7.10200	7.30556	6.78880	6.99882	6.95448	7.04314	6.97710	7.16626	6.83954	7.06535	7.09254	6.91555	6.87943	7.35143	6.99096	6.81864	6.79875	6.78851	6.84430	7.31404	7.18053	7.18262	6.95448	6.73285	6.73395	7.15730	7.08312	6.99858	6.82746	7.00174	7.07398	6.95238	7.09389	7.11455	6.79943	7.03861	7.18195	6.97422	6.89390	7.15941	7.15948	7.23607	6.87587	7.05799	7.10535	7.02175	6.99528	6.75628	6.94072	6.97480	6.95250	RER1
NM_014188_at	9.56273	9.58997	10.10231	9.88846	9.67491	9.50668	9.80520	9.74212	9.74346	9.20962	9.71172	9.68886	9.83675	9.79257	9.50179	9.69653	9.32462	9.02034	9.70099	9.58181	9.96932	9.73991	9.41088	9.33345	9.68957	9.64604	9.25127	9.18635	9.59327	9.84781	9.69361	9.70140	9.69642	9.74866	9.95867	9.65221	9.87117	9.60395	9.63418	9.66663	9.27956	9.14542	9.67357	9.58660	9.98521	9.86761	9.68162	9.93415	9.09651	9.45970	9.34958	9.32149	9.68687	10.03037	9.70799	9.78698	9.58806	9.89814	9.71187	9.62914	9.88220	9.88381	9.74104	9.87577	9.69297	9.54787	9.73057	9.60655	9.69151	9.41510	10.00303	9.84533	9.41959	9.35367	9.52348	9.35232	9.67723	9.69612	SSU72
NM_014638_at	6.14047	5.88767	6.15407	6.32459	6.23368	5.94100	6.10863	6.40018	6.66401	6.60906	6.08356	6.06485	6.03055	6.41275	6.33409	6.43716	6.29362	6.72898	6.28460	6.17525	6.17755	6.46759	6.52489	5.98693	6.18431	6.09186	6.81412	6.39857	6.17725	6.34709	6.33548	6.14570	6.44958	6.37051	6.34776	6.21139	6.34618	6.88023	6.32920	6.39081	6.26714	6.47572	6.46167	6.24421	6.24706	6.40828	6.48146	6.13670	6.38042	6.32362	6.61935	6.34024	6.41237	5.90197	6.03882	6.29673	6.35734	6.12271	6.28936	6.62228	5.71438	6.13039	5.72235	6.02202	6.18798	6.28355	6.36685	6.24268	6.45168	6.15566	6.01837	6.24060	6.50788	6.32211	6.04967	6.62691	6.12385	6.29486	PLCH2
NM_015360_at	7.19143	7.06827	7.86857	7.39591	7.52039	7.46743	7.39267	7.30340	7.76982	7.02363	7.07438	7.15996	7.16157	7.15579	7.05771	7.23766	7.20140	7.19685	7.35726	7.14801	7.83941	7.44776	7.16525	7.47203	7.35666	7.04514	7.20194	7.09818	7.30243	7.50622	7.07105	7.08474	7.61196	7.91313	7.43885	7.49821	7.79003	7.30598	7.27316	7.19559	7.35880	7.19825	7.23156	7.30971	7.82021	7.51169	7.40838	7.50736	6.92860	7.07318	7.45628	7.63028	7.34942	8.06789	7.55184	7.51048	7.41835	7.37956	7.27880	7.19897	7.78696	7.80090	7.56372	7.57831	7.24164	7.06881	7.26787	7.29843	7.00868	6.92983	7.50913	7.28414	7.18459	7.16560	7.09630	6.60878	7.54736	7.27330	SKIV2L2
NM_015658_at	6.97734	6.80830	6.85876	6.76684	6.60944	6.66617	7.07229	6.92299	6.65822	7.20157	6.84849	7.09640	6.94388	6.94767	7.06766	6.97056	7.03696	7.11622	7.04271	6.84625	6.89184	6.80332	6.83162	7.05275	7.06988	7.02262	7.09177	7.38748	6.67094	6.90373	6.94210	7.16179	6.74162	6.57461	6.85761	6.53093	6.94352	6.83566	7.06662	7.22973	7.44091	7.11277	6.97821	6.94157	6.88969	6.82055	7.10436	6.77821	7.11634	6.90464	7.36593	7.29888	6.96515	6.70059	6.76686	6.83539	7.11976	7.18050	6.90703	6.75647	6.76695	6.87276	6.99798	6.79562	7.02158	6.94366	7.15577	7.21632	7.11433	7.07127	7.00690	6.72460	7.07813	7.02877	6.83721	7.23617	6.94199	6.98665	NOC2L
NM_016176_at	6.33411	5.96985	6.31458	6.39371	5.99879	6.09749	6.38987	6.11943	6.34253	6.38176	5.98378	5.95594	6.27453	6.33333	6.25571	6.39995	6.65298	6.03796	6.17838	6.06421	6.29124	5.86195	5.92242	6.31404	6.07079	6.22893	6.69839	6.05300	6.17810	6.12234	6.30011	6.35045	5.75958	5.92337	6.15613	6.15493	6.38620	5.87370	6.41397	6.22259	6.37820	6.39773	6.06927	6.25295	6.58811	6.27249	6.47095	6.32795	6.30310	6.53680	6.95871	6.50318	6.19790	6.46602	6.15954	6.07951	6.12740	6.41669	5.99424	6.01004	5.84371	6.41622	6.06546	6.50429	6.18860	5.99983	6.42888	6.07951	6.25430	6.31221	6.33553	6.25552	6.11047	6.00127	5.95670	6.01793	6.30388	5.84600	SDF4
NM_016547_at	6.33411	5.96985	6.31458	6.39371	5.99879	6.09749	6.38987	6.11943	6.34253	6.38176	5.98378	5.95594	6.27453	6.33333	6.25571	6.39995	6.65298	6.03796	6.17838	6.06421	6.29124	5.86195	5.92242	6.31404	6.07079	6.22893	6.69839	6.05300	6.17810	6.12234	6.30011	6.35045	5.75958	5.92337	6.15613	6.15493	6.38620	5.87370	6.41397	6.22259	6.37820	6.39773	6.06927	6.25295	6.58811	6.27249	6.47095	6.32795	6.30310	6.53680	6.95871	6.50318	6.19790	6.46602	6.15954	6.07951	6.12740	6.41669	5.99424	6.01004	5.84371	6.41622	6.06546	6.50429	6.18860	5.99983	6.42888	6.07951	6.25430	6.31221	6.33553	6.25552	6.11047	6.00127	5.95670	6.01793	6.30388	5.84600	SDF4
NM_017871_at	7.48513	7.28018	7.42359	7.31287	7.50232	7.20279	7.30182	7.24482	7.49245	6.94924	7.45632	7.47608	7.47345	7.53381	7.36483	7.54519	7.42392	7.19347	7.45368	7.32386	7.53594	7.40592	7.30376	7.40701	7.43846	7.57764	7.53537	7.41127	7.37074	7.33580	7.27022	7.56891	7.46552	7.43442	7.44619	7.42208	7.86372	7.44942	7.46618	7.34437	7.40748	7.65523	7.29869	7.48795	7.59806	7.63236	7.47341	7.48539	7.47416	7.31420	7.54288	7.09892	7.39977	7.57496	7.41392	7.36990	7.45503	7.47689	7.43457	7.37965	7.68826	7.60127	7.67432	7.79354	7.47377	7.51642	7.67327	7.61176	7.46698	7.12395	7.45239	7.54430	7.40290	7.33513	7.22265	7.30586	7.55039	7.37634	CPSF3L
NM_017891_at	4.13103	4.21488	4.10124	4.12009	4.08322	3.77868	4.22471	4.22503	4.11849	4.08497	4.12173	4.04753	4.13820	4.25000	4.17552	4.24443	4.11972	4.20731	4.00124	4.07875	4.09141	4.17982	4.16717	4.33143	4.13738	4.31028	4.05645	4.28839	4.17901	4.16568	4.27990	4.20078	4.07210	3.99596	4.23196	4.20505	3.81318	4.13652	4.32152	4.34551	4.06155	4.36809	4.14062	4.07308	4.18909	3.79367	3.89343	3.93293	4.34582	3.93877	4.09251	3.96364	4.24034	3.73242	4.15006	4.06439	4.12204	4.00567	3.92980	4.15257	4.02912	4.08921	3.80768	3.93276	4.12566	4.60608	3.93406	4.15523	4.19729	3.73657	4.16407	4.07801	4.21323	4.22590	4.05454	4.51463	3.99685	4.12159	C1orf159
NM_018188_at	6.97384	6.84840	6.44705	6.51489	6.83753	6.60631	7.24812	7.29500	6.48519	6.48484	6.90908	6.94696	7.12955	7.39183	7.22924	6.87614	6.89623	6.46835	6.69538	7.05351	6.75756	5.97206	6.79738	7.08764	7.07342	6.96255	6.94110	6.96637	6.46596	6.99778	6.82868	6.92426	6.63850	6.49681	6.66288	7.05398	7.04198	7.14935	7.29912	7.31627	7.25650	6.92127	7.14683	6.93386	6.89414	6.82192	6.88677	7.14826	7.04131	7.12070	7.08709	7.03436	6.69001	6.38828	7.05351	6.86062	6.93937	6.95507	6.98870	6.93447	6.37948	6.22060	6.74778	6.95313	7.23995	7.22604	7.23942	7.20816	6.98904	6.26007	6.66436	7.07745	6.74834	6.65576	6.97955	7.19597	6.82371	7.11075	ATAD3A
NM_018216_at	8.03594	7.97968	7.79125	7.99435	7.90090	7.75107	8.07308	7.99559	8.03111	8.14898	7.83911	7.75165	7.97097	7.84280	8.04656	7.95112	8.14777	7.83707	7.95948	8.07355	7.75279	7.86149	7.97316	7.73573	7.87108	7.78183	8.07171	8.22013	7.83362	7.87944	7.92976	7.74103	7.90366	7.93112	8.06149	7.87324	7.81776	7.80133	8.12788	7.99447	7.96538	8.02627	7.92346	7.96743	7.43789	7.58489	7.98277	7.97164	8.12592	7.84863	7.91917	7.41216	8.17052	7.85504	7.83481	7.67441	7.83278	8.03800	7.93911	7.82002	7.97060	7.83318	7.49012	7.90777	8.08449	8.16744	7.84345	7.84480	7.95699	7.50739	8.21485	8.03751	7.72932	8.02848	7.68133	7.76255	7.57633	7.89170	PANK4
NM_020753_at	5.19365	5.19983	4.77931	4.82565	4.90476	5.14701	5.05848	5.26902	5.08715	5.51596	5.29812	5.03694	5.12839	5.30915	4.92980	5.33878	5.31315	5.58699	5.18086	5.09252	4.98110	4.97501	5.37795	5.35873	5.20972	4.93515	5.23379	5.24461	5.11060	5.16079	5.45397	5.17637	4.94841	5.00728	5.09320	5.16655	5.02713	5.32670	5.23691	5.44150	5.41701	5.53160	5.10655	5.28824	5.14255	4.95385	4.93215	5.08937	5.14786	5.47281	5.53445	6.15918	5.19013	4.97713	5.02340	4.97373	4.96993	5.30443	5.37188	5.20198	4.79354	5.15705	5.11185	4.96128	5.22421	5.11568	5.24451	5.36526	5.34290	5.15675	5.00029	5.13728	5.23685	5.39095	4.87739	5.15276	5.19248	5.06725	CASKIN2
NM_020764_at	5.14309	5.15270	5.34760	5.06313	5.01530	5.28001	5.29263	5.33363	5.31899	5.30253	5.05144	5.20983	4.84697	5.19228	4.93670	5.19839	5.17278	5.39566	5.18871	5.50720	5.06535	4.86179	5.14676	5.00743	5.33513	5.30537	5.64219	4.97808	5.26561	4.76432	4.93884	4.88943	5.20442	4.95991	5.07588	4.46872	5.01442	5.03196	5.47154	5.22515	5.02774	5.30162	5.53808	5.09489	5.35893	4.99138	5.39394	5.19946	5.31538	4.78878	5.29787	5.26919	5.42100	5.00175	5.03659	4.96898	5.26473	5.11694	5.13163	5.07538	5.01477	5.18528	4.82053	5.16595	5.15698	5.41143	5.00463	4.61964	5.03299	5.26300	4.86568	4.65400	5.50154	5.13794	5.00743	5.35607	5.06740	5.19808	CASKIN1
